id,name,show1,show2,show3,show4,show5,show6,show7,show8,show9,show10
5840,Alpheus,0,"((2015, 'parody'), 8)","((1993, 'mature'), 100)","((1990, 'kids'), 49)","((1982, 'kids'), 81)",0,0,"((2014, 'parody'), 6)","((2002, 'comedy'), 74)","((2019, 'josei'), 79)"
5841,Antoine,"((1995, 'martial arts'), 19)",0,"((1981, 'action'), 6)",0,"((2007, 'horror'), 69)",0,"((1996, 'vampire'), 28)","((1991, 'demons'), 5)","((2004, 'mature'), 61)",0
5842,Asbury,"((1982, 'action'), 9)",0,0,0,0,"((2014, 'adventure'), 63)",0,"((1977, 'shoujo'), 30)",0,0
5843,Asher,"((2012, 'kids'), 29)","((2006, 'martial arts'), 8)",0,"((2002, 'shoujo'), 79)",0,0,"((2011, 'school'), 54)",0,0,"((2014, 'music'), 83)"
5844,Authur,"((1998, 'police'), 69)",0,"((1989, 'josei'), 15)",0,0,0,"((1975, 'josei'), 11)",0,0,0
5845,Berton,0,0,0,"((1978, 'harem'), 31)",0,"((2004, 'parody'), 12)","((1994, 'ecchi'), 57)","((1998, 'food'), 37)",0,0
5846,Braxton,"((2019, 'police'), 73)","((1996, 'josei'), 57)","((1983, '4-koma'), 36)","((1977, 'yaoi'), 98)",0,"((2006, 'gender bender'), 86)",0,"((1976, 'martial arts'), 14)","((2016, '4-koma'), 78)",0
5847,Burnett,0,0,0,0,0,0,0,"((2019, 'yaoi'), 86)",0,0
5848,Chancy,0,0,0,0,0,"((1974, 'ecchi'), 100)",0,"((1990, 'adventure'), 94)",0,"((2015, 'music'), 40)"
5849,Chesley,0,"((2011, 'school'), 94)",0,0,0,0,0,"((1988, 'scifi'), 61)",0,"((1997, 'one shot'), 73)"
5850,Clara,0,0,0,"((2009, 'demons'), 72)",0,0,"((2015, 'drama'), 48)",0,"((1973, 'isekai'), 66)","((1981, 'magic'), 1)"
5851,Cleave,"((1987, 'gender bender'), 49)","((1991, 'school'), 24)","((1973, 'school'), 62)",0,0,0,0,"((2004, 'comedy'), 19)","((1997, 'sounen'), 60)",0
5852,Clell,0,"((2013, 'sounen'), 10)",0,"((2014, 'music'), 15)","((1980, 'josei'), 97)","((1975, 'shoujo'), 53)",0,0,"((2003, 'demons'), 64)","((1990, 'demons'), 75)"
5853,Colin,"((1987, 'adult'), 24)","((1970, 'adult'), 71)",0,0,0,"((1971, 'action'), 58)",0,"((1994, 'josei'), 26)",0,0
5854,Colon,0,0,"((2005, 'shoujo'), 95)","((1990, 'one shot'), 25)","((2017, 'kids'), 92)",0,"((2014, 'gender bender'), 16)",0,"((1990, 'isekai'), 73)","((1993, 'yuri'), 24)"
5855,Constantine,"((1971, 'doujinshi'), 79)","((2019, 'food'), 82)",0,"((1986, 'mecha'), 50)","((1987, 'josei'), 50)","((2016, 'drama'), 30)","((1990, 'historical'), 98)","((2018, 'action'), 24)","((1996, 'harem'), 95)","((1988, 'drama'), 99)"
5856,Curt,"((2015, 'historical'), 90)",0,"((2011, 'food'), 54)",0,0,"((1990, 'mecha'), 35)",0,"((1977, 'josei'), 33)","((1972, 'yuri'), 9)",0
5857,Delmar,0,"((1976, 'mecha'), 94)","((1992, 'isekai'), 5)",0,0,0,0,"((1998, 'demons'), 39)","((2016, 'police'), 96)",0
5858,Dempsey,"((2000, '4-koma'), 1)",0,0,0,"((2019, 'shoujo'), 42)",0,0,"((1984, 'one shot'), 78)","((2013, 'ecchi'), 65)","((1985, 'police'), 53)"
5859,Dennie,"((2017, 'shoujo'), 51)",0,"((2000, 'yuri'), 73)","((1991, 'vampire'), 24)",0,0,0,"((1987, 'isekai'), 6)",0,"((2000, 'gender bender'), 51)"
5860,Dominic,0,"((2006, 'historical'), 74)",0,0,"((1972, 'yaoi'), 57)",0,"((1972, 'police'), 79)",0,"((1971, 'yaoi'), 100)",0
5861,Dominick,"((1970, 'school'), 19)",0,0,0,0,"((1999, 'police'), 2)",0,"((1979, 'yuri'), 96)",0,"((1974, 'sounen'), 34)"
5862,Eben,"((2002, 'ecchi'), 18)",0,0,0,0,0,0,0,"((1975, 'comedy'), 95)","((2006, 'school'), 25)"
5863,Eber,"((1993, 'one shot'), 49)","((2012, 'drama'), 69)",0,"((1978, 'police'), 93)","((2008, '4-koma'), 81)",0,0,0,"((1973, 'martial arts'), 93)",0
5864,Eliga,0,"((1997, 'music'), 77)",0,0,0,"((1999, 'comedy'), 67)",0,"((1979, 'demons'), 17)",0,0
5865,Ella,0,"((2012, 'magic'), 45)","((2013, 'school'), 34)",0,0,"((1986, 'adventure'), 73)","((1988, 'harem'), 8)",0,0,"((2014, 'drama'), 62)"
5866,Ellie,"((1990, 'kids'), 68)",0,0,0,"((1975, 'gender bender'), 78)",0,0,"((2005, 'comedy'), 43)","((1993, 'one shot'), 9)","((1988, 'food'), 35)"
5867,Emiliano,0,"((1980, 'ecchi'), 57)",0,0,"((2015, 'school'), 34)",0,0,0,0,"((1970, 'mecha'), 23)"
5868,Ernie,"((1998, 'action'), 37)",0,0,"((2018, 'demons'), 1)",0,"((1994, 'magic'), 89)",0,0,"((2001, 'parody'), 86)",0
5869,Fleet,"((1970, 'gender bender'), 19)",0,0,0,0,0,0,0,0,"((1983, 'mecha'), 51)"
5870,Fleming,"((1990, '4-koma'), 38)","((1982, 'doujinshi'), 13)",0,0,0,0,"((2013, 'adventure'), 22)",0,"((1995, 'police'), 30)","((2012, 'adult'), 90)"
5871,Franklyn,"((2012, 'isekai'), 11)","((1992, 'gender bender'), 15)","((1970, 'yaoi'), 73)","((1977, 'music'), 94)",0,"((2004, 'isekai'), 22)",0,0,0,"((1973, 'action'), 21)"
5872,Garnett,0,"((1977, 'mecha'), 25)",0,0,"((1984, 'isekai'), 55)","((2006, 'josei'), 71)",0,"((1982, 'adult'), 31)",0,0
5873,Hayden,0,0,"((1980, 'shoujo'), 17)","((2008, 'doujinshi'), 21)",0,"((2007, 'martial arts'), 67)","((1976, 'fantasy'), 83)","((2015, 'mature'), 15)",0,0
5874,Helen,"((2018, 'school'), 87)","((1983, 'gender bender'), 93)","((1991, 'comedy'), 87)",0,"((1982, 'horror'), 57)","((1973, 'demons'), 94)",0,"((1981, 'action'), 86)",0,"((2016, '4-koma'), 36)"
5875,Hervey,"((1977, 'mecha'), 38)","((1986, 'horror'), 60)",0,"((2000, 'shoujo'), 12)","((1995, 'mature'), 27)","((2002, 'adventure'), 4)","((2014, 'mature'), 80)","((1990, 'mecha'), 83)","((1992, 'ecchi'), 68)",0
5876,Hobart,0,"((1993, 'historical'), 91)",0,0,0,0,0,"((1982, 'parody'), 100)","((2009, 'historical'), 89)",0
5877,Holly,0,"((2011, 'drama'), 33)",0,0,"((1990, 'adult'), 85)",0,0,"((1974, 'sounen'), 9)","((2003, 'horror'), 24)","((1989, 'magic'), 96)"
5878,Hoyt,0,"((1975, 'food'), 36)","((2016, 'comedy'), 37)",0,0,0,0,"((2011, 'food'), 20)",0,"((1992, 'action'), 2)"
5879,Ida,"((1990, 'action'), 23)",0,"((1998, 'horror'), 95)","((2015, 'ecchi'), 35)","((1981, 'music'), 93)","((1996, 'vampire'), 80)","((1975, 'mature'), 52)","((2006, 'one shot'), 3)","((1990, 'kids'), 42)",0
5880,Ivey,"((2009, 'gender bender'), 68)","((2005, 'police'), 100)","((2017, 'parody'), 23)",0,0,0,"((2000, 'parody'), 96)",0,"((2006, 'action'), 61)","((1970, 'kids'), 74)"
5881,Josephine,"((2004, 'fantasy'), 1)",0,0,"((1986, 'action'), 84)",0,0,"((1993, 'horror'), 45)",0,0,0
5882,Josephus,0,"((1980, 'police'), 8)","((2004, 'yuri'), 100)",0,0,0,"((1998, 'ecchi'), 96)","((2005, 'horror'), 41)",0,0
5883,Justus,"((2005, 'martial arts'), 6)",0,0,0,"((1991, 'ecchi'), 1)","((1989, 'music'), 24)",0,0,0,0
5884,Lambert,0,"((2014, 'comedy'), 29)",0,0,0,"((1981, 'adult'), 33)",0,"((2012, 'magic'), 36)","((2010, 'ecchi'), 91)","((2004, 'horror'), 33)"
5885,Laverne,0,0,"((1976, 'harem'), 23)","((1975, 'fantasy'), 83)",0,0,0,"((1975, 'ecchi'), 77)","((2016, 'yaoi'), 10)","((2008, 'yuri'), 71)"
5886,Lillard,"((1996, 'school'), 6)","((1971, 'sounen'), 53)",0,0,0,0,"((1987, 'school'), 13)",0,0,"((1991, 'mecha'), 47)"
5887,Lillie,"((2017, 'one shot'), 80)",0,0,"((1981, 'adventure'), 45)","((1985, 'police'), 85)",0,0,0,"((1981, 'sounen'), 74)","((1984, 'historical'), 95)"
5888,Lim,"((2017, 'yuri'), 22)",0,0,"((1974, 'adventure'), 39)",0,0,"((1999, 'ecchi'), 27)",0,"((1993, 'demons'), 41)",0
5889,Lindsay,0,"((1971, 'josei'), 62)",0,0,"((1996, 'food'), 56)",0,"((1977, 'yuri'), 28)","((2001, '4-koma'), 66)","((2016, 'fantasy'), 13)",0
5890,Linton,"((1975, 'ecchi'), 94)","((1973, 'yaoi'), 39)","((1997, 'fantasy'), 5)","((1984, 'josei'), 79)",0,"((1988, 'doujinshi'), 87)",0,0,"((1985, 'yuri'), 51)","((1979, 'adult'), 95)"
5891,Lonie,"((2010, 'yaoi'), 22)",0,0,0,0,"((1998, 'sounen'), 19)",0,0,"((2017, 'martial arts'), 28)",0
5892,Lucas,"((1981, 'yaoi'), 5)","((2007, 'comedy'), 38)",0,"((1977, 'police'), 37)",0,"((1991, 'comedy'), 22)","((1996, 'parody'), 54)","((1981, 'historical'), 3)",0,0
5893,Mahlon,0,0,0,0,"((2017, 'parody'), 79)","((1986, 'harem'), 94)",0,"((2011, 'comedy'), 25)",0,"((1981, 'drama'), 19)"
5894,Mannie,"((1982, 'one shot'), 80)","((2010, 'isekai'), 73)",0,0,0,"((2006, 'doujinshi'), 17)",0,0,"((1990, 'horror'), 87)","((2009, 'food'), 70)"
5895,Mart,"((1972, 'parody'), 27)","((1993, 'yuri'), 45)",0,"((2011, 'josei'), 70)",0,"((1986, 'food'), 43)",0,0,0,0
5896,Math,0,0,"((2010, 'food'), 42)","((1979, 'comedy'), 57)","((2016, 'school'), 41)","((1986, 'mecha'), 26)",0,"((1987, '4-koma'), 27)","((1994, 'ecchi'), 86)",0
5897,Maude,"((2009, 'isekai'), 71)",0,0,0,"((2011, 'demons'), 62)","((2006, 'one shot'), 37)",0,"((1995, '4-koma'), 2)","((1985, 'action'), 92)","((2014, 'police'), 94)"
5898,Merlin,0,"((1998, 'scifi'), 26)","((1993, 'fantasy'), 32)","((2016, 'yaoi'), 35)","((1978, 'martial arts'), 60)",0,0,"((2013, 'food'), 71)",0,"((2008, 'comedy'), 63)"
5899,Milan,"((1977, 'mecha'), 64)","((1971, 'vampire'), 8)",0,"((2000, 'sounen'), 30)",0,0,0,"((2011, 'magic'), 67)","((1970, 'demons'), 41)","((2018, 'mecha'), 55)"
5900,Mills,"((1983, 'gender bender'), 71)",0,"((1990, 'demons'), 38)",0,"((2018, 'ecchi'), 92)",0,0,"((1988, 'magic'), 55)",0,0
5901,Minnie,0,0,0,"((2012, 'ecchi'), 12)",0,0,"((1992, 'shoujo'), 12)",0,"((2006, 'food'), 69)",0
5902,Nellie,0,"((1984, 'ecchi'), 13)","((1977, 'adventure'), 31)",0,0,0,"((2008, 'scifi'), 14)","((1993, 'yaoi'), 61)","((1996, 'josei'), 3)",0
5903,Newman,0,"((2010, 'food'), 4)",0,0,"((2005, 'mature'), 35)",0,"((2017, 'ecchi'), 84)","((2013, 'sounen'), 60)","((1981, 'ecchi'), 27)","((1991, 'kids'), 90)"
5904,Nim,"((2014, 'vampire'), 82)","((1998, 'police'), 47)",0,0,0,"((2001, 'magic'), 47)","((2012, 'demons'), 90)","((2018, 'drama'), 79)","((1985, 'scifi'), 54)",0
5905,Norbert,"((1981, 'harem'), 27)",0,0,0,0,"((2010, 'vampire'), 60)",0,"((1986, 'martial arts'), 20)",0,0
5906,North,"((1998, 'yaoi'), 5)",0,0,"((2002, 'drama'), 52)",0,"((2010, 'mature'), 13)","((2002, 'one shot'), 41)",0,"((2013, 'parody'), 66)",0
5907,Orla,"((2004, 'mature'), 54)",0,0,"((2004, 'one shot'), 17)",0,0,"((2016, 'martial arts'), 20)",0,0,0
5908,Orland,0,0,"((2001, 'martial arts'), 96)","((1998, 'gender bender'), 7)","((2017, 'parody'), 69)","((1973, 'mature'), 35)","((1999, 'shoujo'), 11)",0,"((2003, 'shoujo'), 99)",0
5909,Orlo,"((1991, 'kids'), 76)","((2003, 'isekai'), 91)",0,0,0,"((1989, 'music'), 80)","((1987, 'mecha'), 21)","((1975, 'shoujo'), 84)",0,0
5910,Orson,0,"((2014, 'fantasy'), 92)",0,0,"((2017, 'fantasy'), 59)",0,0,"((1998, 'music'), 49)","((1998, 'adventure'), 8)","((2001, 'police'), 13)"
5911,Orvis,"((1974, 'one shot'), 33)","((2009, 'horror'), 35)","((1993, 'josei'), 8)",0,0,"((2005, 'demons'), 73)",0,0,0,0
5912,Osborne,"((1980, 'ecchi'), 6)",0,"((1981, 'yaoi'), 86)","((1988, 'sounen'), 70)",0,0,"((1979, 'shoujo'), 55)","((1980, 'doujinshi'), 8)","((1984, 'kids'), 87)","((2004, 'one shot'), 35)"
5913,Ottis,"((2011, 'police'), 5)",0,0,0,0,0,0,0,"((1998, 'adventure'), 81)",0
5914,Paris,"((1970, 'adventure'), 23)","((2019, 'yaoi'), 48)","((2018, 'demons'), 27)",0,0,0,"((1997, 'adventure'), 11)",0,0,0
5915,Parker,"((1999, 'horror'), 88)","((2016, 'school'), 13)","((1981, 'demons'), 29)",0,0,"((1986, 'drama'), 34)","((2009, 'historical'), 39)",0,"((2000, 'yuri'), 80)","((1978, '4-koma'), 29)"
5916,Ples,"((1986, 'adult'), 38)",0,0,"((1994, 'sounen'), 61)",0,0,0,0,"((2001, 'doujinshi'), 34)",0
5917,Rafael,0,"((1987, '4-koma'), 50)",0,0,"((1978, 'mature'), 30)","((1973, 'parody'), 47)",0,"((1995, 'martial arts'), 45)","((2003, 'police'), 28)","((1996, 'demons'), 65)"
5918,Reason,"((2008, 'sounen'), 59)",0,0,0,0,"((1979, 'school'), 85)","((2006, 'horror'), 84)",0,0,0
5919,Reed,0,"((1995, 'harem'), 42)","((1974, 'martial arts'), 38)",0,0,"((1979, 'adventure'), 27)","((1995, 'drama'), 47)",0,"((1974, '4-koma'), 68)",0
5920,Rob,"((2009, 'magic'), 81)",0,0,"((1986, 'ecchi'), 17)","((1996, 'drama'), 30)",0,0,0,0,"((1983, 'comedy'), 25)"
5921,Roe,"((1976, 'drama'), 33)","((2010, '4-koma'), 43)","((2004, 'harem'), 91)","((1973, 'music'), 37)",0,0,"((1970, 'isekai'), 94)","((2007, 'yuri'), 5)",0,"((1981, 'comedy'), 71)"
5922,Rogers,"((2019, 'shoujo'), 62)",0,0,0,"((1999, 'yuri'), 98)","((2011, 'doujinshi'), 61)","((2014, 'parody'), 80)","((1975, 'school'), 30)",0,"((2004, 'school'), 53)"
5923,Rube,0,0,"((1981, 'magic'), 40)",0,"((2003, 'mecha'), 53)","((2005, 'martial arts'), 1)",0,"((2001, 'horror'), 50)","((2000, 'drama'), 76)","((1979, 'shoujo'), 47)"
5924,Shannon,0,0,"((2014, 'scifi'), 51)","((1977, 'sounen'), 40)",0,"((1977, 'music'), 64)",0,0,0,"((1991, 'martial arts'), 46)"
5925,Stacy,0,"((1973, 'food'), 99)",0,0,"((1994, 'vampire'), 56)","((2011, 'yuri'), 75)","((1973, 'mature'), 80)",0,"((1973, 'yaoi'), 99)","((1980, 'fantasy'), 43)"
5926,Stonewall,"((1983, 'scifi'), 9)","((2016, 'harem'), 81)",0,"((2019, 'yaoi'), 95)",0,0,0,0,0,0
5927,Sylvanus,0,"((1995, 'shoujo'), 75)",0,0,"((1997, 'one shot'), 92)","((1991, 'kids'), 96)","((1973, 'drama'), 34)",0,0,0
5928,Theophile,"((1988, 'demons'), 79)","((2002, 'parody'), 60)","((2015, 'one shot'), 1)",0,0,0,"((1976, 'sounen'), 42)","((1976, 'yuri'), 26)","((2004, 'fantasy'), 5)",0
5929,Thos,"((1987, 'adventure'), 86)",0,0,"((1979, 'adventure'), 26)","((1970, 'doujinshi'), 31)","((1991, 'adventure'), 48)","((2017, 'school'), 78)","((2016, 'music'), 27)",0,0
5930,Virge,0,"((2011, 'scifi'), 9)",0,0,0,"((2013, 'doujinshi'), 3)","((1972, 'martial arts'), 15)","((1984, 'yaoi'), 59)",0,0
5931,Vivian,"((2012, 'parody'), 36)",0,0,"((1987, 'school'), 42)","((2013, 'historical'), 35)","((1997, 'horror'), 86)","((2008, 'harem'), 82)","((1990, 'adult'), 34)",0,0
5932,Watson,"((1991, '4-koma'), 72)","((1981, 'ecchi'), 67)",0,0,0,0,"((2012, 'harem'), 12)",0,0,"((2012, 'parody'), 32)"
5933,Wheeler,0,"((1988, 'doujinshi'), 5)","((1995, 'adult'), 54)",0,0,0,0,"((1970, 'ecchi'), 10)","((1974, 'food'), 32)","((2000, 'mature'), 13)"
5934,Zenas,0,"((1973, 'josei'), 20)","((2009, '4-koma'), 16)","((2008, 'food'), 45)","((1994, 'parody'), 2)",0,"((1985, 'kids'), 89)","((2009, 'yaoi'), 46)","((1988, 'adult'), 66)","((1982, 'gender bender'), 74)"
5935,Zollie,"((1971, 'yaoi'), 26)",0,0,"((2017, 'scifi'), 37)",0,"((1978, 'ecchi'), 72)",0,0,"((1970, 'adult'), 27)","((1997, 'martial arts'), 23)"
5936,Ada,0,0,"((2006, 'fantasy'), 98)","((1987, 'mecha'), 17)","((1993, 'magic'), 26)","((1995, 'scifi'), 38)","((2002, 'martial arts'), 52)",0,0,0
5937,Albion,0,"((1996, 'isekai'), 76)","((1977, 'kids'), 19)","((2016, 'demons'), 8)",0,"((1992, 'adventure'), 25)","((2002, 'kids'), 56)","((1972, 'music'), 57)",0,"((1971, 'gender bender'), 49)"
5938,Alcide,0,"((1978, 'adventure'), 65)","((2008, 'mature'), 39)","((1970, 'adult'), 50)","((1982, 'music'), 92)","((2017, 'martial arts'), 29)",0,"((1997, 'mature'), 54)",0,"((2000, 'action'), 10)"
5939,Alden,"((1992, '4-koma'), 98)",0,0,0,0,"((1995, 'isekai'), 33)",0,0,"((1970, 'sounen'), 12)",0
5940,Alejandro,"((1987, 'gender bender'), 37)","((1973, 'drama'), 70)",0,0,"((1994, 'adventure'), 74)",0,"((1984, 'doujinshi'), 29)",0,"((2002, 'historical'), 28)","((2001, 'police'), 94)"
5941,Alf,"((2004, 'adult'), 39)",0,"((2012, 'vampire'), 87)",0,"((1985, 'vampire'), 82)","((1991, 'music'), 73)",0,"((2000, 'police'), 46)","((2006, 'martial arts'), 20)",0
5942,Ammon,"((2018, 'ecchi'), 45)","((1990, 'martial arts'), 72)","((1972, 'vampire'), 51)","((1972, 'school'), 42)","((1981, 'sounen'), 81)",0,"((2011, 'police'), 71)","((1987, 'scifi'), 31)","((1991, 'parody'), 34)","((1971, 'shoujo'), 66)"
5943,Ancel,"((2016, 'food'), 39)","((1972, 'doujinshi'), 30)",0,"((1985, 'mature'), 68)",0,"((1994, 'scifi'), 69)",0,0,"((1975, 'isekai'), 42)","((1975, 'mature'), 61)"
5944,Archer,0,"((2018, 'mature'), 17)",0,0,0,0,0,0,0,0
5945,Armand,"((1995, 'comedy'), 3)","((1979, 'josei'), 61)","((2010, 'school'), 8)",0,0,"((2017, 'music'), 82)","((1994, 'historical'), 43)",0,"((2016, 'action'), 11)",0
5946,Atha,0,0,"((1972, 'historical'), 55)","((1988, 'kids'), 40)","((2004, 'yuri'), 94)","((1986, 'ecchi'), 53)",0,"((2012, 'music'), 89)","((2004, 'food'), 7)",0
5947,Audie,0,"((1990, 'parody'), 92)",0,0,"((2004, 'demons'), 71)","((1971, 'scifi'), 38)",0,0,"((2010, 'shoujo'), 49)",0
5948,Ballard,0,0,0,"((2016, 'isekai'), 86)",0,0,"((2014, 'shoujo'), 50)",0,0,"((2016, 'action'), 7)"
5949,Bee,"((1972, 'kids'), 16)",0,0,"((2015, 'one shot'), 3)",0,0,"((1974, 'sounen'), 6)","((2000, 'action'), 61)",0,"((2015, 'police'), 69)"
5950,Bernie,0,0,0,"((1980, 'police'), 93)","((2005, 'drama'), 20)","((2012, 'horror'), 47)",0,0,"((1990, 'sounen'), 87)","((2006, 'sounen'), 8)"
5951,Bertrand,"((1997, 'school'), 18)","((1993, 'action'), 22)",0,0,0,"((2014, 'music'), 66)","((1987, 'scifi'), 2)","((2001, 'harem'), 6)",0,"((1996, 'mature'), 43)"
5952,Blair,0,"((1976, 'martial arts'), 50)","((1990, 'comedy'), 84)",0,0,0,0,"((1978, 'yaoi'), 64)",0,"((2013, 'kids'), 81)"
5953,Boyce,0,0,"((1997, 'magic'), 88)","((1974, 'one shot'), 97)","((1997, 'one shot'), 42)",0,"((1995, 'fantasy'), 44)",0,"((1987, 'adventure'), 18)",0
5954,Bradford,0,0,0,0,"((2013, 'yuri'), 9)",0,0,"((1997, 'horror'), 36)","((1977, 'one shot'), 35)","((2004, 'historical'), 95)"
5955,Brent,0,0,0,0,"((1973, 'horror'), 59)","((2019, 'demons'), 12)","((2017, 'kids'), 6)",0,"((1999, 'adventure'), 80)","((1999, 'drama'), 25)"
5956,Burdette,0,"((2015, 'shoujo'), 82)",0,0,0,"((1977, 'parody'), 56)",0,0,0,"((1981, 'historical'), 14)"
5957,Cal,"((2013, 'mecha'), 86)","((2008, 'martial arts'), 31)",0,"((2013, 'scifi'), 34)",0,"((1997, 'police'), 12)","((1990, 'sounen'), 3)",0,"((2003, 'vampire'), 36)","((2006, 'action'), 71)"
5958,Cameron,"((2007, 'vampire'), 32)",0,0,"((1999, 'police'), 97)",0,"((1986, 'comedy'), 91)",0,"((2013, 'historical'), 46)","((2013, 'magic'), 91)",0
5959,Carrie,0,"((1992, 'yaoi'), 54)",0,"((1974, 'fantasy'), 36)",0,"((1973, 'school'), 36)","((1992, 'ecchi'), 92)",0,0,"((1982, 'josei'), 100)"
5960,Cash,0,"((2003, 'josei'), 84)","((1997, 'harem'), 93)",0,"((1982, 'gender bender'), 92)","((2016, 'school'), 56)","((1989, 'adult'), 76)",0,0,0
5961,Chancey,"((1989, 'josei'), 75)","((1979, 'drama'), 38)","((2017, 'action'), 4)","((2008, 'adventure'), 98)",0,"((1988, 'school'), 12)","((1985, 'sounen'), 53)","((1974, 'shoujo'), 72)",0,"((2012, 'horror'), 34)"
5962,Chase,0,"((1986, '4-koma'), 96)","((2012, 'harem'), 92)","((1986, '4-koma'), 77)","((1995, 'drama'), 80)","((1984, 'comedy'), 58)",0,"((2004, 'ecchi'), 39)","((2017, 'shoujo'), 36)","((2011, 'parody'), 60)"
5963,Clarance,0,"((2003, 'sounen'), 16)",0,"((1995, 'comedy'), 91)","((2006, 'food'), 90)","((1982, 'one shot'), 21)","((2011, 'mecha'), 59)",0,0,0
5964,Claus,"((2012, 'yaoi'), 98)",0,"((1974, 'demons'), 66)","((1979, 'scifi'), 45)","((1990, 'scifi'), 79)","((2000, 'police'), 72)",0,0,0,"((1989, 'one shot'), 58)"
5965,Cleon,0,0,0,"((1978, '4-koma'), 48)","((2019, 'ecchi'), 86)",0,"((1975, 'mature'), 16)",0,0,0
5966,Clive,"((2000, 'yaoi'), 42)",0,0,"((1999, 'vampire'), 12)","((1999, 'school'), 3)",0,0,0,0,"((2015, 'demons'), 41)"
5967,Collins,"((2003, 'martial arts'), 99)","((1989, 'yuri'), 67)","((1986, 'kids'), 57)","((2003, 'yuri'), 74)","((1972, 'parody'), 61)",0,"((2000, 'horror'), 24)","((1984, '4-koma'), 31)","((1994, 'martial arts'), 65)",0
5968,Conley,"((2012, 'martial arts'), 17)","((1989, 'doujinshi'), 85)","((2001, 'fantasy'), 62)","((2015, 'scifi'), 89)",0,"((2012, 'kids'), 4)","((1977, 'kids'), 92)",0,0,"((1983, 'historical'), 6)"
5969,Cora,"((1996, 'kids'), 18)",0,"((1987, 'music'), 64)",0,"((2018, 'school'), 57)",0,"((2015, 'vampire'), 43)",0,0,"((1979, 'fantasy'), 71)"
5970,Courtney,0,"((2019, 'magic'), 71)","((2010, 'josei'), 28)",0,"((1996, 'yuri'), 67)","((2019, 'shoujo'), 36)",0,0,"((1984, 'historical'), 39)",0
5971,Cris,0,0,"((2003, 'adult'), 88)","((1992, 'isekai'), 54)",0,"((1994, 'demons'), 6)","((2004, 'school'), 72)","((1983, 'parody'), 50)","((1986, 'parody'), 99)",0
5972,Dawson,0,0,0,"((2019, 'action'), 96)","((1987, 'mecha'), 3)",0,0,0,"((2011, 'martial arts'), 30)",0
5973,Delmer,"((2016, 'magic'), 85)","((1972, 'music'), 63)","((1973, 'mecha'), 80)",0,0,"((1993, 'gender bender'), 85)","((1972, 'parody'), 19)",0,0,0
5974,Dexter,"((1981, 'josei'), 90)","((1989, 'doujinshi'), 91)",0,"((1983, 'demons'), 6)",0,"((1994, 'adventure'), 33)",0,0,0,"((1978, 'historical'), 96)"
5975,Doctor,"((1997, 'sounen'), 26)","((2015, 'horror'), 93)",0,"((1984, 'parody'), 6)","((2007, 'ecchi'), 33)",0,0,"((1979, 'josei'), 33)","((2014, 'yaoi'), 22)","((1982, 'historical'), 34)"
5976,Domingo,"((1982, 'scifi'), 69)","((1990, 'yaoi'), 91)",0,"((1970, 'martial arts'), 69)","((2004, 'yaoi'), 76)","((2015, 'parody'), 38)",0,"((2007, 'school'), 53)","((2009, 'kids'), 64)","((1985, 'food'), 46)"
5977,Drury,0,"((1988, 'music'), 82)","((1987, 'adult'), 32)",0,"((2003, 'doujinshi'), 25)","((1994, 'police'), 26)","((2011, 'ecchi'), 94)",0,"((2003, 'adventure'), 30)","((2008, 'yaoi'), 30)"
5978,Duane,0,0,0,"((1980, 'josei'), 74)",0,0,"((2011, 'mecha'), 87)","((1980, 'martial arts'), 57)",0,0
5979,Ebb,0,0,"((1975, 'comedy'), 5)",0,0,0,0,"((2014, 'adult'), 71)",0,"((1991, 'magic'), 68)"
5980,Edith,0,0,"((1985, 'parody'), 37)",0,0,"((1974, 'ecchi'), 10)","((2017, 'parody'), 81)","((1992, 'action'), 79)","((1984, 'food'), 60)","((1974, 'vampire'), 45)"
5981,Elon,"((2019, 'school'), 57)",0,0,0,"((1996, 'mature'), 25)",0,0,0,0,"((2014, 'one shot'), 60)"
5982,Elsie,"((1994, 'gender bender'), 40)","((1989, 'vampire'), 23)","((1991, 'sounen'), 90)",0,"((2007, 'josei'), 33)","((1987, 'demons'), 83)",0,"((2019, '4-koma'), 63)","((2016, 'police'), 90)",0
5983,Erle,0,0,"((1976, 'school'), 32)","((1973, 'yaoi'), 73)","((1999, 'martial arts'), 55)",0,"((1992, 'doujinshi'), 59)","((1995, 'horror'), 64)","((1979, 'one shot'), 52)","((1970, 'mature'), 24)"
5984,Estevan,0,"((1984, 'mecha'), 28)","((1993, 'parody'), 74)","((1985, 'kids'), 88)","((1976, 'shoujo'), 58)","((1974, 'adult'), 87)","((1970, 'kids'), 55)","((2019, 'comedy'), 50)",0,0
5985,Evans,"((2001, 'fantasy'), 93)",0,"((1978, 'horror'), 55)",0,0,"((2008, 'scifi'), 2)",0,0,0,0
5986,Ewell,0,0,0,"((1976, '4-koma'), 2)",0,"((1996, 'one shot'), 27)",0,"((2017, 'adult'), 11)",0,"((1985, 'sounen'), 89)"
5987,Festus,"((2009, 'harem'), 7)",0,"((1974, 'josei'), 38)","((1992, 'horror'), 77)",0,0,"((1985, 'music'), 34)","((2006, 'mecha'), 8)","((2003, 'josei'), 35)",0
5988,Fitzhugh,0,"((1998, 'mecha'), 97)",0,0,"((2019, 'comedy'), 45)",0,"((2004, 'josei'), 82)","((2007, 'isekai'), 84)",0,0
